,Statement,Link,Date,Source,Label
122,"""Monkeypox is a complete, fake sham? that?s ?designed to force lockdowns, mandates and shots.?",https://www.politifact.com/factchecks/2022/aug/26/facebook-posts/podcast-host-falsely-claims-monkeypox-governmental/,"gust 26, 2022",Facebook posts,FALSE
123,Video shows Tucker Carlson speechless in interview with a guest.,https://www.politifact.com/factchecks/2022/aug/26/viral-image/no-isnt-authentic-video-tucker-carlson-speechless-/,"gust 26, 2022",Viral image,FALSE
124,"The COVID-19 pandemic was planned, and a 2019 simulation called Event 201 was a rehearsal for it.",https://www.politifact.com/factchecks/2022/aug/26/pitbull/old-claim-still-false-covid-19-pandemic-was-not-pl/,"gust 26, 2022",Pitbull,FALSE
125,Charlie Crist "supported Biden's agenda to defund the police.",https://www.politifact.com/factchecks/2022/aug/26/republican-party-florida/no-charlie-crist-doesnt-support-agenda-defund-poli/,"gust 26, 2022",Republican Party of Florida,FALSE
126,?U.S. is testing new most deadly nuclear bomb from B-1B Lancer.?,https://www.politifact.com/factchecks/2022/aug/26/facebook-posts/no-united-states-isnt-testing-nuclear-bomb-b-1b-la/,"gust 26, 2022",Facebook posts,FALSE
127,Half of the votes for Joe Biden in the 2020 presidential election ?are from dead people.?,https://www.politifact.com/factchecks/2022/aug/26/viral-image/no-dead-people-didnt-cast-half-joe-bidens-2020-pre/,"gust 26, 2022",Viral image,FALSE
128,Blake Masters ?wants to pass a national ban on abortion.?,https://www.politifact.com/factchecks/2022/aug/26/mark-kelly/blake-masters-still-supports-national-abortion-ban/,"gust 26, 2022",Mark Kelly,TRUE
129,"The deaths of U.S. Rep. Jackie Walorski, R-Ind., and actor Anne Heche are suspicious and linked because they ?partnered fighting against pedophilia.?",https://www.politifact.com/factchecks/2022/aug/26/facebook-posts/no-evidence-deaths-us-rep-jackie-walorski-and-anne/,"gust 26, 2022",Facebook posts,FALSE
130,On privatizing Social Security.,https://www.politifact.com/factchecks/2022/aug/25/blake-masters/blake-masters-stance-privatizing-social-security-s/,"gust 25, 2022",Blake Masters,FALSE
131,Image shows Trump is representing himself in a lawsuit against the United States government related to the FBI search of his Florida home.,https://www.politifact.com/factchecks/2022/aug/25/tweets/no-trump-not-representing-himself-case-against-us-/,"gust 25, 2022",Tweets,FALSE
132,"""Last year the IRS audited Americans earning less than $25,000 a year at five times the rate of other groups.""",https://www.politifact.com/factchecks/2022/aug/25/ron-johnson/johnsons-claim-irs-audits-mostly-low-wage-earners-/,"gust 25, 2022",Ron Johnson,TRUE
133,?US Army in Ukraine.?,https://www.politifact.com/factchecks/2022/aug/24/facebook-posts/no-us-army-forces-arent-ukraine/,"gust 24, 2022",Facebook posts,FALSE
134,An image shows a chyron on Tucker Carlson?s show that said ?straight men turning homo after ?gay hypnosis.??,https://www.politifact.com/factchecks/2022/aug/24/viral-image/no-isnt-real-chyron-about-gay-hypnosis-tucker-carl/,"gust 24, 2022",Viral image,FALSE
135,?Marjorie Taylor Greene was raided by Joe Biden?s DOJ last night.?,https://www.politifact.com/factchecks/2022/aug/24/instagram-posts/no-doj-didnt-raid-marjorie-taylor-greenes-home/,"gust 24, 2022",Instagram posts,FALSE
136,"In England, ?COVID-19 vaccinated children are 4,423% more likely to die of any cause and 13,633% more likely to die of COVID-19 than unvaccinated children.?",https://www.politifact.com/factchecks/2022/aug/24/blog-posting/no-evidence-covid-19-vaccine-increasing-child-mort/,"gust 24, 2022",Bloggers,FALSE
137,"""Adjusted for inflation, over the last 25 years teachers have made a $29 increase in their salary.""",https://www.politifact.com/factchecks/2022/aug/24/miguel-cardona/data-shows-minimal-gains-teacher-pay-over-25-years/,"gust 24, 2022",Miguel Cardona,TRUE
138,The American Rescue Plan ?helped create nearly 10 million new jobs.?,https://www.politifact.com/factchecks/2022/aug/24/joe-biden/joe-biden-exaggerates-job-creation-impact-american/,"gust 24, 2022",Joe Biden,FALSE
139,Image shows "Florida's anti-woke banned book list.",https://www.politifact.com/factchecks/2022/aug/24/viral-image/viral-list-banned-books-florida-satire/,"gust 24, 2022",Viral image,FALSE
140,A New England Journal of Medicine study found that vaccinated people are ?5X more contagious than the unvaccinated 10 days after SARS-CoV-2 infection.?,https://www.politifact.com/factchecks/2022/aug/24/facebook-posts/study-didnt-find-vaccines-prolong-covid-19-contagi/,"gust 24, 2022",Facebook posts,FALSE
141,"A new Democratic law ?will make the IRS workforce larger than the Pentagon, FBI, State Department, and Customs and Border Patrol, combined.?",https://www.politifact.com/factchecks/2022/aug/24/ben-cline/cline-embellishes-potential-irs-expansion/,"gust 24, 2022",Ben Cline,FALSE
142,"""Biden is adding more IRS agents to investigate your taxes than we have detectives investigating every crime in the country.?",https://www.politifact.com/factchecks/2022/aug/23/instagram-posts/no-number-new-irs-workers-wont-surpass-number-poli/,"gust 23, 2022",Instagram posts,FALSE
143,?Violent crime (is) at an all-time high.",https://www.politifact.com/factchecks/2022/aug/23/ben-kral/nc-trooper-wrong-about-violent-crime-hitting-recor/,"gust 23, 2022",Ben Kral,FALSE
144,"The Inflation Reduction Act ""doubles the size of the IRS, raises your taxes and spends billions on a green energy slush fund.""",https://www.politifact.com/factchecks/2022/aug/23/tom-cotton/tom-cotton-misleads-how-inflation-reduction-act-wi/,"gust 23, 2022",Tom Cotton,FALSE
145,Quotes Sarah Palin as saying ?when Jesus celebrated Easter with his disciples there were no Easter bunnies or egg hunts.?,https://www.politifact.com/factchecks/2022/aug/23/facebook-posts/sarah-palin-quote-easter-came-satirical-website/,"gust 23, 2022",Facebook posts,FALSE
146,?Congress just voted to exempt themselves from IRS auditing of their personal finances.?,https://www.politifact.com/factchecks/2022/aug/23/instagram-posts/claim-congress-members-exempted-themselves-irs-aud/,"gust 23, 2022",Instagram posts,FALSE
147,Video claims Google Street View shows Antarctica with green vegetation and brick buildings.,https://www.politifact.com/factchecks/2022/aug/23/facebook-posts/no-video-doesnt-show-google-street-view-antarctica/,"gust 23, 2022",Facebook posts,FALSE
148,?Free health allowance is available at no cost.?,https://www.politifact.com/factchecks/2022/aug/22/facebook-posts/social-media-hoax-promises-cash-allowance-health-c/,"gust 22, 2022",Facebook posts,FALSE
149,"?People born before 1957 are getting $1,728 added to their Social Security checks.?",https://www.politifact.com/factchecks/2022/aug/19/facebook-posts/no-older-americans-arent-getting-1728-more-social-/,"gust 19, 2022",Facebook posts,FALSE
150,?96% of U.S. climate data is corrupted.?,https://www.politifact.com/factchecks/2022/aug/19/facebook-posts/fact-checking-talking-point-about-corrupted-climat/,"gust 19, 2022",Facebook posts,FALSE
151,Video implies talk between Barack Obama and Kamala Harris has coded references to pedophilia.,https://www.politifact.com/factchecks/2022/aug/19/facebook-posts/no-barack-obama-and-kamala-harris-did-not-have-cod/,"gust 19, 2022",Facebook posts,FALSE
152,The Inflation Reduction Act expanded free health insurance to Americans under 65.,https://www.politifact.com/factchecks/2022/aug/19/facebook-posts/no-inflation-reduction-act-didnt-expand-free-healt/,"gust 19, 2022",Facebook posts,FALSE
153,COVID-19 vaccines are responsible for the health problems featured in recent news reports.,https://www.politifact.com/factchecks/2022/aug/19/viral-image/articles-about-health-problems-unrelated-covid-19-/,"gust 19, 2022",Viral image,FALSE
154,?Tulsi Gabbard Venmos Nancy Pelosi $600.01 forcing the IRS to audit Pelosi?s finances.?,https://www.politifact.com/factchecks/2022/aug/19/viral-image/no-tulsi-gabbard-didnt-send-pelosi-60001-venmo/,"gust 19, 2022",Viral image,FALSE
155,"""We also know (the Sierra Club) paid for those reporters"" at the Palm Beach Post.",https://www.politifact.com/factchecks/2022/aug/19/nikki-fried/nikki-fried-falsely-claims-environmental-group-pai/,"gust 19, 2022",Nikki Fried,FALSE
156,"Video shows Steve Bannon crying, ?Trump is going to jail.?",https://www.politifact.com/factchecks/2022/aug/19/facebook-posts/no-steve-bannon-didnt-say-trump-going-jail/,"gust 19, 2022",Facebook posts,FALSE
157,Photos show ?an IRS agent training class.?,https://www.politifact.com/factchecks/2022/aug/19/facebook-posts/no-these-photos-dont-show-irs-training-class/,"gust 19, 2022",Facebook posts,FALSE
158,Photo shows parents who changed their baby?s gender identity.,https://www.politifact.com/factchecks/2022/aug/19/viral-image/story-about-parents-changing-babys-gender-fake/,"gust 19, 2022",Viral image,FALSE
159,"?El congreso acaba de aprobar un reciente proyecto de ley para todos los que tengan más de $10,000 de deuda?.",https://www.politifact.com/factchecks/2022/aug/19/facebook-posts/no-el-congreso-no-ha-aprobado-un-programa-de-alivi/,"gust 19, 2022",Facebook posts,FALSE
160,Says Republican U.S. Sen. Ron Johnson ?called climate change ?bull----? during a record heatwave? and ?raked in over $700k in fossil fuel cash.?,https://www.politifact.com/factchecks/2022/aug/19/league-conservation-voters/johnson-called-climate-change-bull-took-700000-don/,"gust 19, 2022",League of Conservation Voters,TRUE
161,Amazon is ?running a promotion and giving away random packages for just $1!?,https://www.politifact.com/factchecks/2022/aug/18/facebook-posts/dont-fall-amazon-sale-scam-social-media/,"gust 18, 2022",Facebook posts,FALSE
162,Video shows Mitch McConnell saying Nancy Pelosi ?should be jailed!?,https://www.politifact.com/factchecks/2022/aug/18/facebook-posts/no-mcconnell-didnt-say-pelosi-should-be-jailed/,"gust 18, 2022",Facebook posts,FALSE
163,"""The IRS is about to double in size, with 87,000 new armed agents and an additional $80 billion in order to primarily enhance IRS enforcement and operations.?",https://www.politifact.com/factchecks/2022/aug/18/facebook-posts/video-misleads-about-size-irs-audits-and-armed-age/,"gust 18, 2022",Facebook posts,FALSE
164,?Ted Cruz erupts as FBI director tries to defend Biden over Mar-a-Lago raid? in video.,https://www.politifact.com/factchecks/2022/aug/18/facebook-posts/no-video-doesnt-show-ted-cruz-questioning-fbi-dire/,"gust 18, 2022",Facebook posts,FALSE
165,Video shows former President Barack Obama sharing how to mislead the public.,https://www.politifact.com/factchecks/2022/aug/18/tiktok-posts/obama-was-warning-about-disinformation-not-endorsi/,"gust 18, 2022",TikTok posts,FALSE
166,"""With three months remaining in the Fiscal Year, (the border patrol) has already encountered more illegal immigrants along the Southwest border"" than in any previous fiscal year.",https://www.politifact.com/factchecks/2022/aug/18/glenn-grothman/border-apprehensions-outpace-previous-years-analys/,"gust 18, 2022",Glenn Grothman,TRUE
167,"The IRS is adding 87,000 new agents, making the IRS ?larger than (the) Pentagon, Federal Bureau of Investigation, Customs and Border Protection and the State Department combined.?",https://www.politifact.com/factchecks/2022/aug/17/rick-scott/rick-scott-overstates-potential-hiring-surge-irs/,"gust 17, 2022",Rick Scott,FALSE
168,Leaked messages ?between former President Barack Obama and Judge Reinhart foreshadowed the unlawful raid on former Trump?s Mar-a-Lago estate.?,https://www.politifact.com/factchecks/2022/aug/17/viral-image/no-leaked-messaged-mar-lago-search/,"gust 17, 2022",Viral image,FALSE
169,"?The Congressional Budget Office says 90% of the revenue generated from the new IRS agents will come from people making less than $200,000 ? and the revenue generated will be $300-plus billion.?",https://www.politifact.com/factchecks/2022/aug/17/tim-scott/tim-scott-mangles-false-gop-talking-point-irs-houn/,"gust 17, 2022",Tim Scott,FALSE
170,There?s polio in New York City?s tap water.,https://www.politifact.com/factchecks/2022/aug/17/viral-image/polio-was-found-new-york-wastewater-not-its-tap-wa/,"gust 17, 2022",Viral image,FALSE
171,"?Democrats are voting to add an army of 87,000 IRS agents who will target middle class taxpayers and conduct at least 1 million more audits each year. ?",https://www.politifact.com/factchecks/2022/aug/17/bob-good/bob-good-makes-misleading-comments-about-army-irs-/,"gust 17, 2022",Bob Good,FALSE
172,Video shows Congress voting for a highly classified ?Homeland Terrorism Preparedness Bill.?,https://www.politifact.com/factchecks/2022/aug/17/viral-image/did-congress-just-warn-zombie-attack-no-video-fake/,"gust 17, 2022",Viral image,FALSE
173,Rep. Adam Kinzinger ?admits Trump won? the 2020 presidential election.,https://www.politifact.com/factchecks/2022/aug/17/facebook-posts/no-kinzinger-didnt-say-trump-won-election/,"gust 17, 2022",Facebook posts,FALSE
174,Anne Heche was murdered by the illuminati because she was working on a movie about Jeffrey Epstein.,https://www.politifact.com/factchecks/2022/aug/16/instagram-posts/no-anne-heche-wasnt-murdered-because-she-was-worki/,"gust 16, 2022",Instagram posts,FALSE
175,"""We are number one in the country as far as our spending (COVID-19 relief) money on businesses as it relates to the percentage of federal funds that we receive.""",https://www.politifact.com/factchecks/2022/aug/16/tony-evers/wisconsin-among-top-so-far-allocating-federal-covi/,"gust 16, 2022",Tony Evers,TRUE
176,"""Send your postcards to 5 key states to decertify fraud? in the 2020 election.",https://www.politifact.com/factchecks/2022/aug/16/facebook-posts/no-sending-postcards-states-will-not-lead-decertif/,"gust 16, 2022",Facebook posts,FALSE
177,Reuters reported that ?White House employee Andrew Bates did use Nazi symbolism in a recent tweet.",https://www.politifact.com/factchecks/2022/aug/16/facebook-posts/reuters-didnt-report-white-house-staffer-used-nazi/,"gust 16, 2022",Facebook posts,FALSE
178,"The COVID-19 vaccine caused Ashton Kutcher to lose ?vision, hearing and ability to walk.?",https://www.politifact.com/factchecks/2022/aug/16/viral-image/no-covid-19-vaccine-didnt-cause-ashton-kutchers-va/,"gust 16, 2022",Viral image,FALSE
179,Empty store shelves at a Walmart in South Carolina were because of a meat shortage.,https://www.politifact.com/factchecks/2022/aug/16/facebook-posts/empty-shelves-walmart-south-carolina-due-mechanica/,"gust 16, 2022",Facebook posts,FALSE
180,"?Liz Cheney cries like kids after loses in ?primary? against Trump?s pick,? two days before the primary election.",https://www.politifact.com/factchecks/2022/aug/16/facebook-posts/facebook-post-makes-baseless-claim-about-cheney-lo/,"gust 16, 2022",Facebook posts,FALSE
